,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
45,45,38069.63698,36162.91228,16978.61961,16136.66369,21823.47674,15108.92822,17225.55652,34798.0288,36388.43444,29646.72626,13356.33452,26275.86424,18622.8011,17806.86397,23266.6916,19603.22633,29486.51334,34018.32085,36243.91864,40821.10832,13749.51133,11750.0406,9434.717432,5671.093861,5145.805713,2668.910892,7492.720083,9213.119588,9342.545072,7680.013298,8490.16984,6939.154133,12712.75658,10843.84846,10795.25546,12231.72353,14642.8975,16880.86578,17052.72123,26452.65457,21078.5245,10373.55175,8669.740219,7844.607721,4083.630928,0,2253.238978,4394.98352,5598.964403,7019.368663,7352.87568,9112.339585,10030.21772,11383.14087,12172.30361,13292.04045,16555.76505,20877.7815,22659.49523,23914.1466,17439.68895,13141.81222,6672.373262,8656.173174,6510.474944,8989.296129,10137.62697,8665.050547,7425.235785,10924.62415,10690.40069,9159.64101,9920.727154,9548.951869,11063.83523,11019.23133,12156.71139,14964.48092,18326.34801,23487.85686,28359.08696,25653.12065,24521.56667,20787.1988,15807.95707,17186.05872,14912.19631,14518.26404,14521.96728,13114.60208,13811.81843,11749.1468,13296.6814,16064.8818,14128.53911,12481.08978,16100.34079,14739.42504,16318.02269,17277.14515
46,46,40319.49939,38414.55688,19132.13408,18388.74212,23977.18266,17265.26564,19312.78368,36750.88377,38333.4688,31606.62669,15320.72691,28009.84143,20085.35526,18801.55373,24138.70664,20065.82956,29782.25556,34319.98414,36320.11874,41105.94623,15437.49372,13403.82881,11460.54126,7816.059204,7397.088511,4919.380253,9473.628872,11033.41938,10971.62403,8974.606849,9615.02776,7398.475384,13455.86384,11166.21339,10506.88973,11977.7144,14033.21195,16564.84423,16658.78603,25557.61103,22409.45032,11536.78169,9732.665605,8464.845264,4834.952637,2253.238978,0,2907.27334,4937.251699,6001.824909,5775.178065,7891.664558,8649.699133,10486.99942,11011.20374,12038.07191,15296.21387,19661.75295,21341.9137,22759.98445,17735.65975,12736.36746,6016.512098,7574.416367,5285.139085,7539.866262,8386.485125,6644.24393,5201.364241,8728.50763,8484.900304,6912.71281,7669.211537,7376.974204,8824.065742,8879.950469,10217.1954,13299.15668,16603.61175,21939.42966,28367.17344,25606.99403,24378.34942,20272.54978,14963.70141,16113.50399,13620.11202,13023.31195,12636.8722,10977.67888,11666.98757,9512.213084,11076.64099,13883.47572,11881.80949,10229.4053,13848.83173,12514.80514,14106.43549,15100.00653
47,47,41549.10037,39691.36194,21198.04558,19916.94623,24645.32099,18021.63566,19797.82407,36722.56093,38278.9238,31622.20635,15544.95344,27553.49874,19244.59845,17322.76571,22443.14002,17981.5993,27480.39426,32006.3409,33831.57176,38761.36627,18111.22934,16096.48517,13803.40748,9977.219202,9137.558786,6798.118969,9967.17677,11097.42178,10686.48954,8303.479939,8648.65833,5803.330825,11802.07315,9140.70882,7965.074694,9425.241532,11248.51036,13911.75686,13960.99765,22663.34203,25257.0559,14410.15829,12618.3244,11369.64413,7730.50834,4394.98352,2907.27334,0,2467.05524,3157.646223,2968.197805,4984.392999,5765.456121,7621.895544,8103.936022,9136.984433,12399.2482,16761.69746,18460.84882,19855.15703,20557.22653,15288.12066,8600.117703,9771.856986,7509.060256,9340.440119,9662.971522,7438.591202,5254.7809,8621.498381,8331.18299,5953.715818,6768.59453,5759.373563,7628.76718,7053.154977,7839.253216,10577.73791,13933.09195,19147.47617,31050.71982,28271.23797,26996.53761,22680.15485,17165.93654,18078.927,15382.58748,14527.83369,13436.21444,11061.56463,11687.93728,9019.234427,10678.40309,13652.05107,11151.43784,9200.855833,12952.24566,11052.55548,12523.83105,13322.01462
48,48,40777.47932,38968.5171,21401.75819,19581.06516,23505.14368,17039.67503,18572.9124,35021.8652,36557.04462,29968.96473,14201.09077,25633.05793,17166.90259,14977.75254,20023.18121,15514.72381,25034.91762,29564.54156,31447.06099,36328.1827,19174.4549,17217.85526,14467.42504,10575.78689,9372.24197,7380.906202,9051.076301,9777.579105,9124.893743,6591.714205,6708.219643,3619.111915,9430.528316,6688.398347,5587.943335,7058.396338,9143.722452,11628.06765,11723.59215,20862.53787,26658.95164,15968.66119,14244.99367,13238.48159,9485.34239,5598.964403,4937.251699,2467.05524,0,1607.39009,3063.940626,3746.872412,4820.157255,5784.263729,6653.631205,7822.68813,11055.05698,15332.2288,17164.50201,18339.07415,22649.66444,17616.19878,10896.69898,12197.59012,9917.60272,11805.83216,12104.66869,9830.941985,7548.073347,10721.24786,10421.42287,7779.16759,8567.055624,7135.905745,9179.485948,8105.190129,8116.61976,10002.3983,13388.45906,18204.16144,33300.72528,30536.35368,29293.91725,25074.03312,19605.09116,20543.51893,17848.8742,16978.76321,15760.54039,13177.55896,13766.03409,10927.94584,12583.19693,15578.25653,12856.07018,10783.93705,14501.2585,12223.02171,13534.8976,14115.08404
49,49,42227.75701,40433.85571,23008.70088,21146.14438,24849.0741,18460.22692,19896.44005,36042.86968,37560.83291,31030.99807,15493.60178,26500.10327,17914.02887,15340.68302,20155.72649,15354.18059,24602.47132,29108.57615,30805.64342,35830.11456,20696.90164,18724.39544,16048.49922,12156.59833,10976.9298,8950.300123,10538.3832,11120.25349,10359.6361,7793.163259,7739.000548,4564.723618,9798.099757,6821.107889,5036.225639,6449.476135,8093.95098,10815.02647,10837.75661,19570.56934,28095.74958,17335.17623,15579.21874,14448.16278,10743.50935,7019.368663,6001.824909,3157.646223,1607.39009,0,1990.439581,2151.705367,3212.768028,4485.376896,5153.127394,6287.36271,9542.949987,13858.42922,15651.62956,16902.4089,23709.40004,18411.01058,11745.55319,12806.96909,10582.99891,12223.1277,12269.14577,9883.167699,7483.384173,10322.26456,10018.54754,7212.39078,7946.507584,6276.70105,8353.333331,7012.946538,6689.475964,8397.202947,11781.95942,16620.91779,34197.40736,31414.20141,30127.78617,25737.85409,20146.99386,20932.54883,18145.58238,17148.71303,15601.82914,12755.55298,13294.35515,10336.18909,11958.14219,14935.73776,12062.86101,9939.305654,13576.48191,11101.44114,12317.54521,12797.09654
50,50,43801.76433,41981.70706,23997.9738,22453.1294,26568.42483,20087.15005,21636.80044,37976.77492,39501.01124,32947.92202,17262.08997,28473.63255,19900.87765,17302.27548,22043.50155,17120.3825,26154.71034,30631.26792,32158.49525,37305.89466,21079.42655,19064.2278,16723.67459,12868.87368,11905.4426,9660.411418,12069.37589,12841.49487,12169.98888,9620.653355,9649.46408,6484.440407,11770.23697,8759.879252,6716.616722,8036.770589,9171.671226,12113.97669,12055.49237,20062.9628,28182.744,17311.46646,15503.67414,14145.50518,10603.05145,7352.87568,5775.178065,2968.197805,3063.940626,1990.439581,0,2466.430997,2935.552892,5368.453718,5447.283637,6356.089756,9578.135178,13947.13875,15581.97281,17069.96046,23074.15648,17444.47666,10941.21403,11687.82031,9576.458689,10909.33536,10722.68185,8282.830064,5849.665785,8430.154005,8126.916276,5277.755872,5988.049944,4286.263651,6362.895367,5080.77628,5141.306964,7612.068337,10975.69532,16187.16628,33290.58387,30489.85267,29150.64118,24574.13358,18879.79955,19511.97762,16658.2018,15562.76213,13801.4361,10841.07111,11360.06673,8375.092368,9985.441654,12956.27961,10072.42321,7949.679665,11598.90909,9193.015479,10476.03036,11055.13296
51,51,44019.71185,42251.96272,25126.51484,23155.05664,26497.09091,20239.5036,21530.10984,37199.51995,38689.99109,32257.54984,17106.53773,27471.41172,18781.30297,15735.68034,20183.04746,15051.04321,23838.65148,28290.81237,29738.13368,34934.37199,22826.47506,20845.6587,18200.1296,14308.2631,13117.86218,11100.97513,12449.83555,12836.0455,11949.91103,9396.139703,9151.895094,6069.161925,10337.59021,7229.736319,4713.64892,5868.42498,6716.615809,9703.618451,9619.876624,17710.2742,30164.54299,19359.29472,17581.70314,16352.00987,12706.96672,9112.339585,7891.664558,4984.392999,3746.872412,2151.705367,2466.430997,0,1142.975931,2907.723568,3119.548253,4184.375609,7452.321499,11798.70825,13548.83966,14877.59434,25440.88148,19893.66371,13344.91525,14151.06458,12023.25751,13370.83173,13127.07549,10674.21326,8244.70514,10516.69943,10218.9453,7328.682945,7934.067426,6012.350349,7994.946442,6266.173333,5219.803646,6314.900899,9681.826907,14469.64273,35735.30151,32937.03828,31605.58125,27040.49695,21341.4909,21944.76726,19072.37415,17933.82865,15992.85586,12845.80092,13301.98238,10253.99259,11775.3219,14662.12581,11619.00441,9479.044662,12886.98233,10126.79654,11139.10432,11416.131
52,52,45156.77167,43391.31949,26220.65538,24290.12926,27617.79155,21377.41969,22650.21296,38201.76294,39683.37624,33282.26379,18225.78425,28423.75109,19714.43401,16513.4959,20789.91656,15530.82406,24034.74055,28444.57225,29739.38789,35030.97346,23774.52052,21780.0156,19222.33503,15333.35761,14186.2974,12117.60307,13592.20145,13970.76184,13070.73138,10522.5691,10251.75291,7194.724238,11204.44973,8095.832201,5393.854619,6371.111889,6691.528434,9792.889072,9639.513809,17145.96511,31019.37283,20174.96293,18379.34581,17066.09784,13484.46667,10030.21772,8649.699133,5765.456121,4820.157255,3212.768028,2935.552892,1142.975931,0,2986.437983,2571.712203,3420.551256,6653.706173,11022.98721,12695.80235,14139.17049,25999.20821,20293.16863,13854.17263,14493.24103,12442.93765,13602.46546,13195.81179,10737.82939,8342.927099,10263.3596,9973.893717,7111.849206,7629.728541,5647.565249,7508.25285,5630.963042,4245.982889,5193.272306,8572.1741,13472.65394,36140.69567,33335.38241,31975.21338,27304.38507,21554.4976,22047.04535,19137.36092,17924.71024,15782.30944,12506.71218,12915.86464,9861.673084,11309.95346,14124.06159,11026.32098,8908.559772,12165.59259,9300.981102,10216.31207,10412.44621
53,53,44185.16489,42486.27747,26463.3172,24033.61216,26439.10116,20534.42013,21498.336,36216.96997,37659.78618,31408.77952,17110.55153,26282.08627,17557.40485,13986.4395,17980.59666,12621.22,21055.8232,25477.36995,26849.51637,32086.95634,24867.28958,22939.09883,19997.00246,16135.17224,14746.7929,13017.10397,13231.61025,13165.6924,12072.71998,9686.65155,9136.268493,6561.570767,8971.14271,5984.856119,3031.639193,3590.227126,3809.905706,6840.316671,6727.133001,15098.51023,32433.32278,21749.90122,20016.22856,18929.67391,15211.38064,11383.14087,10486.99942,7621.895544,5784.263729,4485.376896,5368.453718,2907.723568,2986.437983,0,1626.874635,2745.458941,5561.266434,9656.742419,11578.0876,12595.06911,28177.32519,22749.13118,16147.96848,17035.62773,14881.84943,16277.06717,16020.32113,13564.15268,11139.44075,13239.8387,12948.40455,10074.69349,10611.72292,8633.001844,10481.83953,8559.051542,6818.853178,6115.235744,9090.913938,13001.67167,38577.81859,35784.5064,34467.75486,29938.65508,24247.72431,24847.33357,21967.46671,20806.741,18752.85667,15493.12604,15900.2713,12846.77649,14281.76152,17064.92439,13945.75857,11847.83703,14975.66402,12003.57421,12729.9607,12703.43268
54,54,45768.84217,44060.39796,27754.51381,25465.47528,28041.10894,22085.74428,23094.42723,37823.49314,39261.18111,33026.82219,18697.65976,27869.93099,19149.89799,15486.43819,19289.01795,13821.58433,21825.21814,26175.24632,27322.38955,32693.02836,25827.1853,23865.14608,21082.74716,17197.39353,15896.68836,14023.23634,14661.94132,14694.4809,13631.74958,11204.96721,10701.41785,8000.76321,10569.00044,7606.948209,4651.263168,5059.682133,4402.954142,7560.066221,7326.137622,14620.06062,33246.53662,22464.06029,20692.75169,19470.95564,15823.82627,12172.30361,11011.20374,8103.936022,6653.631205,5153.127394,5447.283637,3119.548253,2571.712203,1626.874635,0,1228.096551,4401.426006,8706.109413,10511.20225,11765.83136,28516.28487,22859.23364,16388.49309,17064.0564,15002.71844,16169.20296,15720.27729,13266.32054,10889.91131,12597.87665,12318.45984,9513.485502,9952.510251,7960.548123,9637.838369,7620.63236,5585.029941,4488.969989,7501.589789,11675.39029,38707.46655,35902.95852,34545.62631,29871.89025,24114.80646,24573.81832,21651.08976,20402.72778,18119.68381,14736.05145,15087.61473,12060.28396,13398.10708,16073.47553,12926.96158,10886.51088,13801.59922,10756.79674,11358.46292,11236.7071
55,55,46930.58735,45231.23597,28979.34384,26689.6234,29180.06905,23272.66179,24241.99916,38758.15866,40180.72704,34003.11529,19855.92144,28760.62262,20059.15279,16242.8716,19797.98045,14243.30201,21816.00625,26093.82204,27059.35821,32524.30575,26983.04308,25011.71104,22274.85239,18386.46163,17104.78484,15202.08177,15885.25833,15892.22902,14813.00295,12406.10652,11878.02464,9220.404004,11509.17844,8630.047772,5685.276219,5876.958439,4560.36813,7654.278171,7332.527952,13759.24407,34348.84276,23536.48816,21752.56489,20475.70685,16867.46047,13292.04045,12038.07191,9136.984433,7822.68813,6287.36271,6356.089756,4184.375609,3420.551256,2745.458941,1228.096551,0,3268.31357,7624.733841,9367.609415,10726.29215,29409.10816,23636.50276,17256.74374,17811.97573,15812.80572,16838.82942,16266.83778,13831.19264,11509.58108,12915.02138,12648.00487,9932.785248,10287.97501,8322.890797,9820.641609,7756.827654,5463.746053,3538.04609,6349.472718,10453.55175,39474.3886,36665.79838,35285.8396,30529.23396,24740.88445,25105.14654,22160.87956,20854.49497,18406.20286,14939.69023,15240.42181,12261.99312,13499.89924,16053.60236,12902.84882,10941.21633,13605.03034,10502.84275,10934.09414,10666.82337
56,56,49288.02575,47641.80271,32024.54461,29538.67961,31459.47024,25827.98851,26583.70147,40179.57931,41543.32846,35594.352,22274.68328,30077.41549,21519.24299,17285.62833,20042.5104,14383.57256,20629.51443,24676.24848,25197.26121,30848.38589,30228.21095,28263.96031,25469.93507,21588.57101,20259.10509,18421.72793,18752.77905,18552.94267,17388.40305,15117.5762,14463.39764,12098.07526,13246.03434,10734.65153,7997.616615,7632.424515,5057.272503,7362.271618,6851.27912,10765.81354,37616.84793,26803.22779,25017.00226,23719.42367,20128.5402,16555.76505,15296.21387,12399.2482,11055.05698,9542.949987,9578.135178,7452.321499,6653.706173,5561.266434,4401.426006,3268.31357,0,4369.519329,6110.432778,7496.498535,32563.14432,26674.68811,20404.33397,20832.75838,18908.71144,19768.93937,19034.02687,16646.55973,14421.54759,15371.20368,15129.4703,12608.55233,12831.70497,10965.35773,12133.40175,10082.92799,7542.196198,3992.895132,4854.367102,7477.822159,42478.16246,39667.01449,38259.23005,33396.2176,27578.06478,27798.41693,24833.83888,23442.27183,20731.55904,17162.13502,17362.85955,14535.75945,15560.45003,17813.68148,14728.47865,12984.87533,15033.06106,11918.01419,11907.63427,11252.107
57,57,52243.10788,50674.26563,35972.92239,33230.80457,34410.40926,29174.70298,29659.9467,41952.09331,43227.89595,37628.65714,25497.86813,31828.17262,23617.95327,19030.50368,20675.46327,15193.01682,19278.00341,22871.04558,22734.83735,28563.20123,34496.29411,32548.90118,29653.60542,25790.65841,24395.51187,22657.96689,22544.69275,22110.60749,20869.80842,18788.73491,18017.27689,15997.695,15971.34948,13966.93845,11592.8138,10830.7478,7783.335776,8609.385557,8006.637409,6832.144121,41952.54662,31157.7713,29376.62048,28088.90772,24492.12959,20877.7815,19661.75295,16761.69746,15332.2288,13858.42922,13947.13875,11798.70825,11022.98721,9656.742419,8706.109413,7624.733841,4369.519329,0,2079.844808,3149.489103,36898.44892,30940.09498,24742.62825,25096.64786,23221.49677,23975.46685,23127.98565,20790.34979,18642.12862,19270.40932,19051.18695,16701.25993,16835.02533,15064.88395,15994.26876,14013.84254,11448.12688,7565.179273,6286.37862,4702.823822,46702.56192,43891.51848,42462.87009,37519.44956,31690.12604,31790.27208,28821.51055,27366.39932,24454.79444,20847.35635,20960.43504,18311.58301,19143.2681,21080.68881,18136.03947,16623.50217,18076.69327,15091.54483,14687.57045,13708.38113
58,58,54313.29685,52748.68479,37974.67276,35282.27493,36483.51038,31252.13733,31738.4283,43870.20292,45127.24806,39598.21877,27577.42994,33756.44807,25618.86908,20994.10247,22399.32831,17008.45668,20340.13741,23680.21603,23192.13829,29072.33963,36338.37998,34374.18954,31557.74447,27682.38128,26323.1813,24525.34361,24574.82161,24172.11067,22936.97843,20834.18897,20075.58891,17997.07299,18044.29401,16041.98253,13633.35843,12902.04606,9861.34728,10599.99912,9998.334162,6531.237387,43706.39484,32870.75441,31073.91515,29716.41739,26176.6152,22659.49523,21341.9137,18460.84882,17164.50201,15651.62956,15581.97281,13548.83966,12695.80235,11578.0876,10511.20225,9367.609415,6110.432778,2079.844808,0,2377.384792,38353.19154,32271.96099,26224.10494,26441.383,24652.62048,25247.38087,24279.69437,22006.66245,19958.29035,20276.23648,20077.33122,17898.73238,17951.78447,16286.67103,17008.34614,15111.57346,12581.81283,8679.032586,6608.252507,3055.143621,47950.89984,45143.16471,43688.0438,38655.43393,32827.57184,32806.802,29844.81296,28339.01852,25281.66792,21675.36033,21725.05652,19232.61759,19917.66034,21625.70805,18808.25185,17470.24232,18528.04851,15677.3293,15062.80452,13941.60328
59,59,54126.61262,52619.89197,38657.48243,35725.5209,36360.98627,31438.52966,31730.23435,43014.48614,44219.81552,38905.59853,27703.28067,32952.47122,25087.28683,20359.79165,21204.36527,16038.67714,18390.02591,21547.00493,20903.4244,26792.93619,37461.59296,35533.28861,32545.84304,28706.19689,27259.99195,25609.81205,25163.88068,24573.05338,23293.4141,21358.23892,20520.73399,18742.43662,18004.82154,16351.76397,14237.53025,13298.25165,10216.15722,10225.91675,9648.857183,4153.905178,44992.03386,34229.43187,32458.09342,31201.94542,27583.62927,23914.1466,22759.98445,19855.15703,18339.07415,16902.4089,17069.96046,14877.59434,14139.17049,12595.06911,11765.83136,10726.29215,7496.498535,3149.489103,2377.384792,0,40045.69949,34086.565,27888.85853,28243.48519,26370.80419,27113.36754,26239.55702,23916.47865,21784.50408,22330.62382,22118.96039,19820.20539,19931.62079,18188.02407,19053.74293,17100.51993,14541.51544,10638.18162,8896.78598,5087.821631,49840.28571,47029.52267,45596.16602,40631.51462,34801.16214,34862.20643,31894.74894,30419.29226,27439.15738,23829.18241,23908.99237,21335.09943,22095.1096,23895.61441,21028.28974,19609.45425,20823.32051,17925.01344,17373.29832,16281.31953
60,60,41690.24074,39688.07752,19228.68132,22519.37108,31067.85513,25718.44364,28328.76967,45442.66678,47017.35075,40597.45232,26443.75408,39375.62752,33694.9967,34281.55536,39826.26444,36822.32762,46782.92678,51292.62078,53654.19458,58089.8629,11600.99019,11267.59711,14674.69448,15903.29585,17592.96131,17283.32133,22016.70784,24055.50077,24887.53023,24278.87883,25279.06296,24345.35778,29773.46316,28243.66074,28144.45027,29603.79377,31768.8483,34237.43807,34363.03269,43136.04723,10534.07979,8732.96513,9565.393422,9635.183648,13357.17,17439.68895,17735.65975,20557.22653,22649.66444,23709.40004,23074.15648,25440.88148,25999.20821,28177.32519,28516.28487,29409.10816,32563.14432,36898.44892,38353.19154,40045.69949,0,6617.615781,12158.87671,12067.7408,13701.19834,13492.92612,15009.9447,16780.87211,18490.71109,19308.64935,19376.99529,20745.77317,20926.13144,22248.20528,22139.40191,23634.95562,25971.75474,29760.40207,32637.2934,38326.74166,11161.73846,8676.620952,7974.008721,7451.956007,8675.993731,10609.16527,11962.57828,13486.01814,16929.98185,19325.76078,19772.7189,20631.55302,20971.76682,21657.59772,22424.8848,22451.09316,24105.87115,25119.52155,26635.83725,28056.29519
61,61,44034.1747,42020.25297,20928.13015,23032.9128,31030.95736,24880.46417,27436.83348,45192.92587,46797.0647,40135.43873,24642.50005,37932.11728,31165.05998,30879.62972,36376.64522,32692.85982,42493.70389,47032.00643,49052.34443,53825.10179,13605.07542,12288.97334,14266.2161,13776.90518,15105.64385,13916.75117,19344.48257,21369.97932,21904.24257,20693.34106,21577.74576,19973.43171,25854.06419,23835.824,23203.86523,24673.7332,26485.55592,29199.50729,29245.13862,37388.86847,15925.83663,8656.961212,8117.024496,6713.381634,9419.09528,13141.81222,12736.36746,15288.12066,17616.19878,18411.01058,17444.47666,19893.66371,20293.16863,22749.13118,22859.23364,23636.50276,26674.68811,30940.09498,32271.96099,34086.565,6617.615781,0,6723.557737,5843.838237,7870.457965,7073.065631,8440.797728,10374.95064,12314.68903,12755.60854,12842.30747,14440.93177,14535.08242,16010.77719,15696.68977,17314.42939,19744.26347,23607.74357,26332.25026,32041.81804,15848.41289,13045.63451,11720.64203,7650.882129,3768.808246,5920.361379,5942.142583,7222.443356,10455.74542,12709.10009,13163.79786,14065.94559,14357.23223,15099.20859,15810.73389,15903.91385,17490.49592,18545.19769,20041.4429,21468.02862
62,62,41778.69416,39798.3796,19114.78626,19854.75452,26917.7631,20351.52551,22742.97593,40573.32706,42177.52745,35433.90753,19344.19229,32547.59858,25197.69319,24470.30292,29908.42548,26035.64501,35792.69485,40330.86227,42328.78959,47119.4219,13294.35187,11363.9314,11329.96864,9155.90738,9924.289641,8082.908671,13644.81024,15561.82474,15877.20689,14350.25531,15157.72396,13321.61022,19290.27127,17152.51,16484.58781,17955.08957,19838.22488,22498.73807,22559.14603,30999.6337,18686.23645,8220.102072,6527.088911,4466.350369,3839.812173,6672.373262,6016.512098,8600.117703,10896.69898,11745.55319,10941.21403,13344.91525,13854.17263,16147.96848,16388.49309,17256.74374,20404.33397,24742.62825,26224.10494,27888.85853,12158.87671,6723.557737,0,2314.985013,1759.044813,3482.16004,5354.752586,5663.016331,6630.149053,8609.420422,8544.541167,9009.705452,9383.809164,10351.79502,10692.8046,11838.59525,14000.83234,17692.05552,20699.59727,26335.60043,22452.00882,19671.12826,18403.66429,14269.76756,9136.253568,10560.56965,8506.287153,8461.241821,9622.371327,9820.274943,10489.01365,9896.414851,10882.44593,12845.68215,12188.76198,11451.31777,14180.01317,14171.83535,15811.22987,17117.85301
63,63,44003.11652,42017.2457,21224.47339,22125.33739,29232.68919,22661.78659,25043.76066,42865.82115,44469.29196,37723.43866,21594.04345,34756.9145,27273.71429,26325.01617,31700.37147,27605.62651,37229.92012,41761.18828,43595.79753,48525.51018,15052.76021,13207.74635,13522.83732,11469.4686,12223.40954,10308.72506,15848.29087,17727.09026,17972.00687,16305.60696,17053.74685,14972.35376,21026.00023,18702.51472,17735.99179,19192.99091,20810.49087,23620.85846,23628.06941,31555.86087,19745.30948,9820.636199,8297.306831,6182.213387,6153.884882,8656.173174,7574.416367,9771.856986,12197.59012,12806.96909,11687.82031,14151.06458,14493.24103,17035.62773,17064.0564,17811.97573,20832.75838,25096.64786,26441.383,28243.48519,12067.7408,5843.838237,2314.985013,0,2297.302184,1620.968609,3535.986445,4744.575118,6485.219195,7480.283485,7492.505043,8683.40483,8863.455658,10213.77722,10096.34005,11571.92507,13947.96002,17788.32216,20584.56887,26284.35666,21662.70285,18853.8387,17482.22715,12931.45811,7416.066441,8565.857966,6287.150837,6150.040139,7473.510535,8198.367634,8816.66568,8817.010836,9515.035502,11105.40983,10912.70701,10550.71036,12816.96224,13271.53992,14860.69006,16237.67204
64,64,42918.21983,40950.97273,20468.36989,20909.19538,27639.4242,20992.6705,23297.55144,41055.95171,42655.18871,35905.16833,19682.48693,32747.03732,25122.38973,24063.04233,29421.00628,25308.49564,34943.3853,39476.09049,41340.62561,46244.52161,14925.83359,12962.60208,12604.29966,10031.94003,10531.6419,8416.986583,13868.67147,15684.48509,15853.01981,14095.77817,14815.51737,12680.16907,18740.743,16405.2894,15472.86701,16934.25099,18631.0028,21395.65513,21418.96355,29571.9739,20444.95161,9928.257369,8195.664183,6178.201388,4760.318495,6510.474944,5285.139085,7509.060256,9917.60272,10582.99891,9576.458689,12023.25751,12442.93765,14881.84943,15002.71844,15812.80572,18908.71144,23221.49677,24652.62048,26370.80419,13701.19834,7870.457965,1759.044813,2297.302184,0,2537.1168,4097.102725,3956.873111,4902.277464,6908.724628,6827.84282,7269.200591,7627.649076,8647.744777,8934.953222,10115.61358,12328.32918,16069.47933,19023.35992,24680.77912,23714.22974,20914.3334,19586.15706,15171.27431,9711.196664,10832.12782,8418.783207,8026.742364,8544.319404,8284.427901,8971.749307,8176.248639,9229.405482,11344.7501,10501.11027,9701.480366,12508.40399,12418.49946,14060.26242,15361.54702
65,65,45241.20918,43264.07022,22593.29578,23282.64725,30147.92762,23514.17289,25830.28719,43593.05221,45192.30551,38442.28513,22215.91215,35256.07779,27554.49368,26325.28879,31615.40992,27313.56855,36795.65179,41313.25645,43013.04265,48048.30397,16594.51504,14718.60869,14809.86163,12475.70434,13049.51561,10954.10338,16394.17546,18190.45035,18320.28695,16479.94636,17151.77671,14838.11767,20923.61483,18439.19733,17232.45322,18667.08281,20080.64021,22981.43868,22950.32962,30526.23281,21363.92303,11391.70121,9820.113771,7707.57567,7150.388368,8989.296129,7539.866262,9340.440119,11805.83216,12223.1277,10909.33536,13370.83173,13602.46546,16277.06717,16169.20296,16838.82942,19768.93937,23975.46685,25247.38087,27113.36754,13492.92612,7073.065631,3482.16004,1620.968609,2537.1168,0,1942.930742,3304.879585,5347.798244,5902.610856,5933.401238,7374.740192,7466.115257,8963.204067,8651.682464,10242.29547,12689.32229,16571.26598,19259.26849,24969.10289,22727.18767,19916.26353,18492.70017,13702.78557,7970.683861,8738.877137,6097.136986,5531.276897,6151.816103,6586.657168,7214.069396,7240.396283,7896.244306,9522.314393,9298.845468,9005.967489,11196.6092,11714.2711,13287.95161,14676.73228
66,66,47007.58566,45037.67469,24459.21804,25005.55566,31662.34967,24988.28722,27239.31043,44916.90395,46510.47315,39764.27941,23485.0859,36367.39824,28461.31312,26931.55996,32104.16852,27574.3558,36849.73061,41340.15928,42865.20075,48026.91377,18535.52868,16653.18411,16637.45165,14124.32771,14554.90956,12334.99915,17626.35021,19330.39726,19345.63528,17343.3325,17927.41417,15384.83339,21444.46888,18793.06699,17303.06648,18694.14181,19825.52487,22827.01183,22745.15284,29793.39243,23225.40095,13334.26942,11759.20601,9648.064272,8853.276746,10137.62697,8386.485125,9662.971522,12104.66869,12269.14577,10722.68185,13127.07549,13195.81179,16020.32113,15720.27729,16266.83778,19034.02687,23127.98565,24279.69437,26239.55702,15009.9447,8440.797728,5354.752586,3535.986445,4097.102725,1942.930742,0,2458.84041,4882.371875,4316.194645,4415.123221,6432.288847,6329.35536,8074.750752,7370.916942,9169.208626,11705.72568,15615.60576,18097.69679,23801.2798,23707.16809,20908.25183,19427.26429,14392.1864,8562.242758,8853.591822,5947.502755,4884.590542,4469.536005,4667.699356,5280.681995,5626.124767,6073.69492,7579.75018,7505.844423,7464.411965,9345.427451,10110.65492,11631.46141,13047.4575
67,67,46327.68661,44382.40484,24200.2083,24280.40553,30466.81215,23755.65118,25890.09268,43393.82404,44977.14673,38248.36784,21958.3024,34602.79478,26516.51466,24761.16791,29853.98017,25224.29486,34428.72696,38911.79693,40411.36205,45588.20514,18876.02863,16902.47283,16302.29611,13349.27847,13490.18813,11115.96435,16101.49761,17674.5011,17562.59284,15419.56159,15922.39411,13229.17776,19237.76344,16504.62896,14905.91654,16281.71812,17368.14672,20376.61783,20290.05506,27412.02885,24275.44265,13876.92186,12152.43031,10123.39889,8382.799707,8665.050547,6644.24393,7438.591202,9830.941985,9883.167699,8282.830064,10674.21326,10737.82939,13564.15268,13266.32054,13831.19264,16646.55973,20790.34979,22006.66245,23916.47865,16780.87211,10374.95064,5663.016331,4744.575118,3956.873111,3304.879585,2458.84041,0,2433.497329,2952.025694,2882.133927,4108.062729,4161.284556,5729.109832,5359.342292,6950.28236,9428.633982,13327.93142,15960.9262,21671.74128,25944.34589,23136.51424,21685.88389,16749.89697,10933.08854,11309.66136,8405.556992,7282.984763,6060.272413,4581.860016,5289.040241,4234.605994,5297.494852,7641.78407,6544.812991,5856.216421,8556.798117,8587.129965,10205.6105,11551.75406
